OBJECTID,SPECIES,TAXONNAME,OLDTAXONNAME,COMMONNAME,FAMILY,ORDER,CLASS,PHYLUM,COMMONFAMILY,COMMONFAMILYALL,LW_A,LW_B,LENTYP,SLTLRAT,FLTLRAT,TROPHIC,TROPHIC_SIMPLE,TROPHIC_MONREP,SPPLEVELID,TARGETED,TOWSPECIES,SHAPE,NUM,R_VALUE,LMAX,L_PACIFIC_AVG,COUNTMAX,PERC_ERROR,SOURCE,ARCTAXONNAME,ALLEN_BOOK_PAGE_FRAME,JOHNSTON,WAKE,MARIANAS,SAMOA,HAWAII,HOW_BAK,PAL_KIN,JARVIS,COMMENT_RANGE,TROPHICLEVEL,LENGTH_CONVERSION_FACTOR,CREATE_DTM,CREATED_BY,LAST_MOD_DTM,LAST_MOD_BY,FISHBASE_,GENERA_SAMOA_BOOKLET,KINGDOM,GENUS,TAXONOMIC_NOTES,APHIAID,AUTHORITY,RANK,CITATION,FULL_CLASSIFICATION,URL,HYBRID,VARIANT,SCIENTIFIC_NAME,TIMOR
6102,GACU,Galeocerdo cuvier,,Tiger shark,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,Shark,Requiem,0.0062,3.16,TL,1,,Pisc,Pisc,PISCIVORE,-1,-1,-1,,,,740,202,5,,FB Hawaii,Galeocerdo_cuvier,,0,0,0,0,-1,-1,-1,-1,,4.5,1,,,4/30/2014 2:43 PM,TKANEMURA,Galeocerdo cuvier #http://www.fishbase.org/Country/CountrySpeciesSummary.cfm?c_code=840B&id=886#,Galeocerdo,Animalia,Galeocerdo,WoRMS class: Elasmobranchii,105799,"(Péron & Lesueur, 1822)",Species,"Bailly, N. (2011). Galeocerdo cuvier (Péron & Lesueur, 1822). In: Nicolas Bailly (2011). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=105799 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Elasmobranchii (Class) > Neoselachii (Subclass) > Selachii (Infraclass) > Galeomorphi (Superorder) > Carcharhiniformes (Order) > Carcharhinidae (Family) > Galeocerdo (Genus) > Galeocerdo cuvier (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=105799,,,Galeocerdo cuvier,0
6104,GASP,Gnatholepis sp,,,Gobiidae,Perciformes,Actinopterygii,Chordata,Rare_Families,Goby,0.01752,2.82652,FL,,1,Pk,LowCarn,PLANKTIVORE,0,0,0,normal,13,0,8.5,3,10,9,Kulbicki 2005,Gnatholepis_sp,,-1,-1,-1,-1,0,0,-1,0,,,1,,,4/30/2014 2:43 PM,TKANEMURA,,,Animalia,Gnatholepis,,,,Genus,,,,,,,-1
6106,GEWA,Genicanthus watanabei,,Blackedged angelfish,Pomacanthidae,Perciformes,Actinopterygii,Chordata,Rare_Families,Angelfish,0.0669,2.724,FL,0.78,0.78,Pk,LowCarn,PLANKTIVORE,-1,0,0,,,,15,,15,,Kulbicki Pomacanthus sextriatus,Genicanthus_watanabei,,0,0,-1,0,0,0,0,0,,3.4,0.78,,,4/30/2014 2:43 PM,TKANEMURA,Genicanthus watanabei #http://www.fishbase.org/Summary/SpeciesSummary.cfm?id=8711#,Genicanthus,Animalia,Genicanthus,,279099,"(Yasuda & Tominaga, 1970)",Species,"Bailly, N. (2010). Genicanthus watanabei. In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=279099 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Pomacanthidae (Family) > Genicanthus (Genus) > Genicanthus watanabei (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=279099,,,Genicanthus watanabei,0
6109,GOAT,Mullidae,,,Mullidae,Perciformes,Actinopterygii,Chordata,Goatfish,Goatfish,0.00743,3.29344,FL,,0.9,MI,LowCarn,SECONDARY,0,-1,-1,normal,29,0,50,16,50,12,Kulbicki 2005,Mulloides_sp,,-1,-1,-1,-1,-1,-1,-1,-1,,,0.9,,,4/30/2014 2:43 PM,TKANEMURA,Mulloids sp#http://Mulloids sp#,Mullidae,Animalia,,,,,Family,WoRMS (2011). Mullidae. In: Nicolas Bailly (2011). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=125547 on 2011-07-26,,,,,,-1
6221,LUMO,Lutjanus monostigma,,Onespot snapper,Lutjanidae,Perciformes,Actinopterygii,Chordata,Snapper,Snapper,0.02218,2.91252,FL,0.81,0.98,Pisc,Pisc,PISCIVORE,-1,-1,-1,normal,15,0,60,32,50,9,Kulbicki 2005,Lutjanus_monostigma,105-5,0,-1,-1,-1,0,-1,-1,-1,,4.3,0.98,,,4/30/2014 2:43 PM,TKANEMURA,Lutjanus monostigma #http://www.fishbase.org/Summary/SpeciesSummary.cfm?id=166#,Lutjanus,Animalia,Lutjanus,,218474,"(Cuvier, 1828)",Species,"Bailly, N. (2010). Lutjanus monostigma. In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=218474 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Lutjanidae (Family) > Lutjanus (Genus) > Lutjanus monostigma (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=218474,,,Lutjanus monostigma,-1
6222,LURI,Lutjanus rivulatus,,Blubberlip snapper,Lutjanidae,Perciformes,Actinopterygii,Chordata,Snapper,Snapper,0.0084,3.26,FL,,0,MI,LowCarn,SECONDARY,-1,0,0,,,,80,,50,,Kulbicki et al 2005,,,0,0,-1,-1,0,0,0,0,,,0.97168132,,,4/30/2014 2:43 PM,TKANEMURA,,Lutjanus,Animalia,Lutjanus,,218494,"(Cuvier, 1828)",Species,"Bailly, N. (2010). Lutjanus rivulatus (Cuvier, 1828). In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=218494 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Lutjanidae (Family) > Lutjanus (Genus) > Lutjanus rivulatus (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=218494,,,Lutjanus rivulatus,-1
6223,LUSE,Lutjanus semicinctus,,Black-banded snapper,Lutjanidae,Perciformes,Actinopterygii,Chordata,Snapper,Snapper,0.00398,3.42802,FL,0.78,0.98,Pisc,Pisc,PISCIVORE,-1,-1,0,normal,31,0,35,24,50,8,Kulbicki 2005,Lutjanus_semicinctus,107-5,0,0,-1,0,0,-1,0,0,,4.2,0.98,,,4/30/2014 2:43 PM,TKANEMURA,Lutjanus semicinctus #http://www.fishbase.org/Summary/SpeciesSummary.cfm?id=179#,Lutjanus,Animalia,Lutjanus,,276549,"Quoy & Gaimard, 1824",Species,"Bailly, N. (2010). Lutjanus semicinctus Quoy & Gaimard, 1824. In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=276549 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Lutjanidae (Family) > Lutjanus (Genus) > Lutjanus semicinctus (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=276549,,,Lutjanus semicinctus,0
6224,LUSP,Luzonichthys sp,,,Serranidae,Perciformes,Actinopterygii,Chordata,Anthias,Anthias,0.00959,3,TL,1,,Pk,LowCarn,PLANKTIVORE,0,0,0,,,,7,5,300,,FB value for PSPA,Luzonichthys_sp,,0,0,0,-1,-1,-1,-1,-1,,,1,,,4/30/2014 2:43 PM,TKANEMURA,Luzonichthys sp#http://Luzonichthys sp#,Luzonichthys,Animalia,Luzonichthys,,,,Genus,,,,,,,-1
6225,LUWA,Luzonichthys waitei,,Waite's splitfin,Serranidae,Perciformes,Actinopterygii,Chordata,Anthias,Anthias,0.00959,3,TL,1,,Pk,LowCarn,PLANKTIVORE,-1,0,0,,,,7,,300,,FB value for PSPA,Luzonichthys_waitei,,0,0,0,0,0,0,0,0,,3.4,1,,,4/30/2014 2:43 PM,TKANEMURA,Luzonichthys waitei #http://www.fishbase.org/Summary/SpeciesSummary.cfm?id=7453#,Luzonichthys,Animalia,Luzonichthys,,212528,"(Fowler, 1931)",Species,"Bailly, N. (2010). Luzonichthys waitei. In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=212528 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Serranidae (Family) > Luzonichthys (Genus) > Luzonichthys waitei (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=212528,,,Luzonichthys waitei,0
6229,MACO,Macolor sp,,,Lutjanidae,Perciformes,Actinopterygii,Chordata,Snapper,Snapper,0.0145,3,TL,1,,Pk,LowCarn,PLANKTIVORE,0,-1,-1,,,,75,37,25,,FB value for M. niger (None available for M. spp.),Macolor_sp,,0,-1,-1,-1,0,-1,-1,-1,,,1,,,4/30/2014 2:43 PM,TKANEMURA,Macolor sp#http://Macolor sp#,Macolor,Animalia,Macolor,,,,Genus,,,,,,,-1
6110,GOBI,Gobiidae,,,Gobiidae,Perciformes,Actinopterygii,Chordata,Rare_Families,Goby,0.02639,2.62257,FL,,1,MI,LowCarn,SECONDARY,0,0,0,normal,296,0,36.5,3,10,24,Kulbicki 2005,Gobiid_sp,,-1,-1,-1,-1,-1,-1,-1,-1,,,1,,,4/30/2014 2:43 PM,TKANEMURA,,,Animalia,,,,,Family,WoRMS (2011). Gobiidae. In: Nicolas Bailly (2011). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=125537 on 2011-07-26,,,,,,-1
6233,MAME,Macropharyngodon meleagris,,Blackspotted wrasse,Labridae,Perciformes,Actinopterygii,Chordata,Wrasse,Wrasse,0.0205,3,TL,1,,MI,LowCarn,SECONDARY,-1,0,0,,,,15,5,20,,FB value for genus,Macropharyngodon_meleagris,204-1,0,0,-1,-1,0,-1,-1,-1,,2.9,1,,,4/30/2014 2:43 PM,TKANEMURA,Macropharyngodon meleagris #http://www.fishbase.org/Country/CountrySpeciesSummary.cfm?c_code=840B&id=4984#,Macropharyngodon,Animalia,Macropharyngodon,,219028,"(Valenciennes, 1839)",Species,"Bailly, N. (2010). Macropharyngodon meleagris (Valenciennes, 1839). In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=219028 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Labridae (Family) > Macropharyngodon (Genus) > Macropharyngodon meleagris (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=219028,,,Macropharyngodon meleagris,-1
6238,MEVI,Melichthys vidua,,Pinktail triggerfish,Balistidae,Tetraodontiformes,Actinopterygii,Chordata,Triggerfish,Triggerfish,0.0058,3.554,TL,1,,H,Herb,PRIMARY,-1,0,0,,,,34,22,25,,FB value for genus,Melichthys_vidua,408-5,-1,-1,-1,-1,-1,-1,-1,-1,,3.4,1,,,4/30/2014 2:43 PM,TKANEMURA,Melichthys vidua #http://www.fishbase.org/Country/CountrySpeciesSummary.cfm?c_code=840B&id=5838#,Melichthys,Animalia,Melichthys,,219879,"(Richardson, 1845)",Species,"Bailly, N. (2010). Melichthys vidua (Richardson, 1845). In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=219879 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Tetraodontiformes (Order) > Balistidae (Family) > Melichthys (Genus) > Melichthys vidua (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=219879,,,Melichthys vidua,-1
6239,MISS,Data lost,,Data lost,,,,,,,0,0,,,,X,,,,,-1,,,,999,,999,,,Data_lost,,-1,-1,-1,-1,-1,-1,-1,-1,,,1,,,8/1/2013 10:12 AM,GISDAT,,,,,Data lost,,,,,,,,,,0
6241,MOGR,Monotaxis grandoculis,,Humpnose big-eye bream,Lethrinidae,Perciformes,Actinopterygii,Chordata,Emperor,Emperor,0.02296,3.02223,FL,0.88,0.89,MI,LowCarn,SECONDARY,-1,-1,-1,compressed,63,0,63,32,50,7,Kulbicki 2005,Monotaxis_grandoculis,116-4,0,-1,-1,-1,-1,-1,-1,-1,,3.2,0.89,,,4/30/2014 2:43 PM,TKANEMURA,Monotaxis grandoculis #http://www.fishbase.org/Country/CountrySpeciesSummary.cfm?c_code=840B&id=1869#,Monotaxis,Animalia,Monotaxis,,218584,"(Forsskål, 1775)",Species,"Bailly, N. (2010). Monotaxis grandoculis. In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=218584 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Lethrinidae (Family) > Monotaxis (Genus) > Monotaxis grandoculis (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=218584,,,Monotaxis grandoculis,-1
6230,MAGE,Macropharyngodon geoffroy,,Geoffroy's wrasse,Labridae,Perciformes,Actinopterygii,Chordata,Wrasse,Wrasse,0.0107,3.178,FL,1,1,MI,LowCarn,SECONDARY,-1,0,0,,,,16,6,20,,Kulbicki Labridae mean,Macropharyngodon_geoffroy,,-1,0,0,0,-1,0,0,0,,3.4,1,,,4/30/2014 2:43 PM,TKANEMURA,Macropharyngodon geoffroy #http://www.fishbase.org/Country/CountrySpeciesSummary.cfm?c_code=840B&id=7767#,Macropharyngodon,Animalia,Macropharyngodon,,219029,"(Quoy & Gaimard, 1824)",Species,"Bailly, N. (2010). Macropharyngodon geoffroy (Quoy & Gaimard, 1824). In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=219029 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Labridae (Family) > Macropharyngodon (Genus) > Macropharyngodon geoffroy (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=219029,,,Macropharyngodon geoffroy,0
6160,HEPO,Hemitaurichthys polylepis,,Pyramid butterflyfish,Chaetodontidae,Perciformes,Actinopterygii,Chordata,Butterflyfish,Butterflyfish,0.0265,3,TL,1,,Pk,LowCarn,PLANKTIVORE,-1,0,0,,,,18,8,10,,FB,Hemitaurichthys_polylepis,030-5,0,0,-1,-1,-1,-1,0,0,,3.1,1,,,4/30/2014 2:43 PM,TKANEMURA,Hemitaurichthys polylepis #http://www.fishbase.org/Country/CountrySpeciesSummary.cfm?c_code=840B&id=5586#,Hemitaurichthys,Animalia,Hemitaurichthys,,277575,"(Bleeker, 1857)",Species,"Bailly, N. (2010). Hemitaurichthys polylepis (Bleeker, 1857). In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=277575 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Chaetodontidae (Family) > Hemitaurichthys (Genus) > Hemitaurichthys polylepis (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=277575,,,Hemitaurichthys polylepis,-1
6161,HESI,Heniochus singularius,,Singular bannerfish,Chaetodontidae,Perciformes,Actinopterygii,Chordata,Butterflyfish,Butterflyfish,0.0301,3,TL,1,,Cor,LowCarn,SECONDARY,-1,0,0,,,,30,22,10,,FB,Heniochus_singularius,,0,0,0,-1,0,0,0,0,,3.5,1,,,4/30/2014 2:43 PM,TKANEMURA,Heniochus singularius #http://www.fishbase.org/Summary/SpeciesSummary.cfm?id=5591#,Heniochus,Animalia,Heniochus,,218766,"Smith & Radcliffe, 1911",Species,"Bailly, N. (2010). Heniochus singularius. In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=218766 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Chaetodontidae (Family) > Heniochus (Genus) > Heniochus singularius (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=218766,,,Heniochus singularius,-1
6163,HETH,Hemitaurichthys thompsoni,,Thompson's butterflyfish,Chaetodontidae,Perciformes,Actinopterygii,Chordata,Butterflyfish,Butterflyfish,0.0342,3,TL,1,,Pk,LowCarn,PLANKTIVORE,-1,0,0,,,,21,13,20,,FB value for genus,Hemitaurichthys_thompsoni,030-4,-1,-1,-1,-1,-1,0,-1,-1,,3,1,,,4/30/2014 2:43 PM,TKANEMURA,Hemitaurichthys thompsoni #http://www.fishbase.org/Country/CountrySpeciesSummary.cfm?c_code=840B&id=5587#,Hemitaurichthys,Animalia,Hemitaurichthys,,277576,"Fowler, 1923",Species,"Bailly, N. (2010). Hemitaurichthys thompsoni Fowler, 1923. In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=277576 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Chaetodontidae (Family) > Hemitaurichthys (Genus) > Hemitaurichthys thompsoni (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=277576,,,Hemitaurichthys thompsoni,0
6168,HOAN,Hologymnosus annulatus,,Ring wrasse,Labridae,Perciformes,Actinopterygii,Chordata,Wrasse,Wrasse,0.0065,3.25441,FL,1,0.99,MI,LowCarn,SECONDARY,-1,-1,0,,,,40,16,20,,,Hologymnosus_annulatus,210-5,0,0,-1,0,0,0,-1,-1,,4.2,0.99,,,4/30/2014 2:43 PM,TKANEMURA,Hologymnosus annulatus #http://www.fishbase.org/Summary/SpeciesSummary.cfm?id=5637#,Hologymnosus,Animalia,Hologymnosus,,219003,"(Lacepède, 1801)",Species,"Bailly, N. (2010). Hologymnosus annulatus (Lacepède, 1801). In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=219003 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Labridae (Family) > Hologymnosus (Genus) > Hologymnosus annulatus (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=219003,,,Hologymnosus annulatus,-1
6234,MANE,Macropharyngodon negrosensis,,Yellowspotted wrasse,Labridae,Perciformes,Actinopterygii,Chordata,Wrasse,Wrasse,0.0107,3.178,FL,,1,MI,LowCarn,SECONDARY,-1,0,0,,,,12,,20,,Kulbicki Labridae mean,Macropharyngodon_negrosensis,,0,0,0,0,0,0,0,0,,3.4,1,,,4/30/2014 2:43 PM,TKANEMURA,Macropharyngodon negrosensis #http://www.fishbase.org/Summary/SpeciesSummary.cfm?id=4985#,Macropharyngodon,Animalia,Macropharyngodon,,278215,"Herre, 1932",Species,"Bailly, N. (2010). Macropharyngodon negrosensis Herre, 1932. In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=278215 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Labridae (Family) > Macropharyngodon (Genus) > Macropharyngodon negrosensis (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=278215,,,Macropharyngodon negrosensis,-1
6173,INCE,Iniistius celebicus,,Celebes razorfish,Labridae,Perciformes,Actinopterygii,Chordata,Wrasse,Wrasse,0.0107,3.178,FL,,1,MI,LowCarn,SECONDARY,-1,0,0,,,,19.4,,20,,Kulbicki Labridae mean,Iniistius_celebicus,,0,0,-1,-1,-1,0,0,0,,,1,,,4/30/2014 2:43 PM,TKANEMURA,Iniistius celebicus #http://www.fishbase.org/Country/CountrySpeciesSummary.cfm?c_code=840B&id=5612#,Iniistius,Animalia,Iniistius,,278797,"(Bleeker, 1856)",Species,"Bailly, N. (2010). Iniistius celebicus (Bleeker, 1856). In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=278797 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Labridae (Family) > Iniistius (Genus) > Iniistius celebicus (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=278797,,,Iniistius celebicus,0
6533,TRIG,Balistidae,,Triggerfish species,Balistidae,Tetraodontiformes,Actinopterygii,Chordata,Triggerfish,Triggerfish,0.019,3.07824,FL,,1,MI,LowCarn,SECONDARY,0,0,-1,compressed,12,0,75,13,25,6,Kulbicki 2005,Balistoides_sp,,-1,-1,-1,-1,-1,-1,-1,-1,,,1,,,4/30/2014 2:43 PM,TKANEMURA,,Balistidae,Animalia,,,,,Family,WoRMS (2011). Balistidae. In: Nicolas Bailly (2011). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=125607 on 2011-07-26,,,,,,-1
6535,TROB,Triaenodon obesus,,Whitetip reef shark,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,Shark,Requiem,0.0018,3.34393,FL,0.822,0.8,Pisc,Pisc,PISCIVORE,-1,-1,-1,normal,20,0,213,135,10,10,Kulbicki 2005,Triaenodon_obesus,454-6,-1,-1,-1,-1,-1,-1,-1,-1,,4.2,0.8,,,4/30/2014 2:43 PM,TKANEMURA,Triaenodon obesus #http://www.fishbase.org/Country/CountrySpeciesSummary.cfm?c_code=840B&id=907#,Triaenodon,Animalia,Triaenodon,WoRMS class: Elasmobranchii,214557,"(Rüppell, 1837)",Species,"Bailly, N. (2010). Triaenodon obesus (Rüppell, 1837). In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=214557 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Elasmobranchii (Class) > Neoselachii (Subclass) > Selachii (Infraclass) > Galeomorphi (Superorder) > Carcharhiniformes (Order) > Carcharhinidae (Family) > Triaenodon (Genus) > Triaenodon obesus (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=214557,,,Triaenodon obesus,-1
6537,TURT,Chelonia sp,,,Cheloniidae,Testudines,Sauropsida,Chordata,Rare_Families,Turtle,0,0,,,,X,,,0,0,-1,,,,999,,999,,Turtle,Chelonia_sp,,-1,-1,-1,-1,-1,-1,-1,-1,,,1,,,8/1/2013 10:12 AM,GISDAT,,,Animalia,Chelonia,,,,Genus,,,,,,,-1
6175,INUM,Iniistius umbrilatus,,Razor wrasse fish,Labridae,Perciformes,Actinopterygii,Chordata,Wrasse,Wrasse,0.0107,3.178,FL,,1,MI,LowCarn,SECONDARY,-1,0,0,,,,17.5,,20,,Kulbicki Labridae mean,Iniistius_umbrilatus,,0,0,0,0,-1,0,0,0,,3.5,1,,,4/30/2014 2:43 PM,TKANEMURA,Iniistius umbrilatus #http://www.fishbase.org/Country/CountrySpeciesSummary.cfm?c_code=840B&id=7766#,Iniistius,Animalia,Iniistius,,278799,"(Jenkins, 1901)",Species,"Bailly, N. (2010). Iniistius umbrilatus (Jenkins, 1901). In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=278799 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Labridae (Family) > Iniistius (Genus) > Iniistius umbrilatus (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=278799,,,Iniistius umbrilatus,0
